dataset_name,run_label,seed,budget,coverage_target,frontier_set_size_llm,coverage_llm,point_risk_llm,frontier_set_size_reference,coverage_reference,point_risk_reference,set_size_gap_llm_minus_reference,coverage_gap_llm_minus_reference,risk_gap_llm_minus_reference
ANES96 vote,minimax_anes_schema_budgetgrid,5,140,0.8,0.9230769230769232,0.9230769230769232,0.0,0.95,0.925,0.025,-0.026923076923076716,-0.0019230769230768052,-0.025
ANES96 vote,minimax_anes_schema_budgetgrid,5,140,0.9,1.236842105263158,0.9736842105263158,0.0263157894736841,1.0,0.975,0.025,0.23684210526315796,-0.001315789473684159,0.0013157894736841001
ANES96 vote,minimax_anes_schema_budgetgrid,6,30,0.8,0.8243243243243243,0.7702702702702703,0.0878378378378378,1.0,0.9333333333333332,0.0666666666666666,-0.17567567567567566,-0.16306306306306295,0.021171171171171205
ANES96 vote,minimax_anes_schema_budgetgrid,6,40,0.8,0.935251798561151,0.8489208633093526,0.0863309352517985,0.85,0.7714285714285715,0.1214285714285714,0.08525179856115106,0.0774922918807811,-0.0350976361767729
ANES96 vote,minimax_anes_schema_budgetgrid,6,40,0.9,0.9642857142857144,0.8857142857142857,0.0857142857142857,1.0,0.9285714285714286,0.0714285714285714,-0.03571428571428559,-0.04285714285714293,0.014285714285714304
ANES96 vote,minimax_anes_schema_budgetgrid,6,60,0.8,0.9327731092436976,0.8571428571428571,0.0756302521008402,0.8083333333333333,0.7833333333333333,0.0916666666666666,0.12443977591036426,0.07380952380952377,-0.0160364145658264
ANES96 vote,minimax_anes_schema_budgetgrid,6,60,0.9,1.0,0.9067796610169492,0.0932203389830508,1.7083333333333333,0.9916666666666668,0.0916666666666666,-0.7083333333333333,-0.08488700564971763,0.0015536723163841887
ANES96 vote,minimax_anes_schema_budgetgrid,6,80,0.8,0.98,0.91,0.0699999999999999,0.97,0.93,0.04,0.010000000000000009,-0.020000000000000018,0.029999999999999895
ANES96 vote,minimax_anes_schema_budgetgrid,6,80,0.9,1.303030303030303,0.9595959595959596,0.0606060606060605,1.19,0.97,0.0699999999999999,0.11303030303030304,-0.010404040404040416,-0.009393939393939399
ANES96 vote,minimax_anes_schema_budgetgrid,6,100,0.8,0.9875,0.9,0.0875,0.8375,0.8125,0.05,0.15000000000000002,0.08750000000000002,0.03749999999999999
ANES96 vote,minimax_anes_schema_budgetgrid,6,100,0.9,1.2784810126582278,0.9493670886075948,0.0632911392405063,1.025,0.9375,0.0625,0.25348101265822787,0.011867088607594778,0.0007911392405063056
ANES96 vote,minimax_anes_schema_budgetgrid,6,120,0.8,0.9833333333333332,0.8666666666666667,0.1166666666666667,0.8666666666666667,0.8333333333333334,0.1166666666666667,0.11666666666666647,0.033333333333333326,0.0
ANES96 vote,minimax_anes_schema_budgetgrid,6,120,0.9,1.0,0.8833333333333333,0.1166666666666667,1.0333333333333334,0.9333333333333332,0.0666666666666666,-0.03333333333333344,-0.04999999999999993,0.0500000000000001
ANES96 vote,minimax_anes_schema_budgetgrid,6,140,0.8,0.9230769230769232,0.8717948717948718,0.0512820512820513,0.825,0.775,0.0999999999999999,0.09807692307692328,0.09679487179487178,-0.04871794871794859
ANES96 vote,minimax_anes_schema_budgetgrid,6,140,0.9,1.0,0.925,0.0749999999999999,1.0,0.875,0.125,0.0,0.050000000000000044,-0.0500000000000001
ANES96 vote,minimax_anes_schema_budgetgrid,7,30,0.8,1.4866666666666666,0.9866666666666668,0.0666666666666666,1.586666666666667,0.98,0.16,-0.10000000000000031,0.006666666666666821,-0.09333333333333341
