run_label,method_family,coverage_target,n_cells,n_attained,mean_frontier_set_size,median_frontier_set_size,mean_coverage,mean_point_risk,attainment_rate
minimax_real_reference_vs_fixed,reference,0.9,20,20,2.5100000000000002,2.5216666666666665,0.954,0.5,1.0
minimax_real_reference_vs_fixed,reference,0.95,10,10,2.603333333333333,2.55,0.9799999999999999,0.4766666666666667,1.0
minimax_star98_schema_budgetgrid,llm_cached,0.8,80,73,1.7598533248916004,1.75,0.9265360596293313,0.3716896416100687,0.9125
minimax_star98_schema_budgetgrid,llm_cached,0.9,70,70,1.8615994897959183,1.8145833333333334,0.9572848639455783,0.36873469387755103,1.0
minimax_star98_schema_budgetgrid,llm_fixed_prompt_frontier,0.8,80,73,1.7598533248916004,1.75,0.9265360596293313,0.3716896416100687,0.9125
minimax_star98_schema_budgetgrid,llm_fixed_prompt_frontier,0.9,70,70,1.8615994897959183,1.8145833333333334,0.9572848639455783,0.36873469387755103,1.0
minimax_star98_schema_budgetgrid,llm_prompt_optimized,0.8,80,74,1.7309602354455296,1.7072916666666667,0.8915726020137784,0.37429773260655613,0.925
minimax_star98_schema_budgetgrid,llm_prompt_optimized,0.9,70,70,1.876311224489796,1.90625,0.9793333333333333,0.38018112244897956,1.0
minimax_star98_schema_budgetgrid,llm_prompt_policy_frontier,0.8,80,74,1.711155698765993,1.7060661764705882,0.8834773639185404,0.37408698614580965,0.925
minimax_star98_schema_budgetgrid,llm_prompt_policy_frontier,0.9,70,70,1.8156088435374151,1.7875,0.9493741496598639,0.377781462585034,1.0
minimax_star98_schema_budgetgrid,overall_frontier,0.8,80,78,1.1473720193205488,1.03375,0.8367320261437908,0.2187200136464842,0.975
minimax_star98_schema_budgetgrid,overall_frontier,0.9,70,70,1.3920467687074831,1.338690476190476,0.9228996598639455,0.23204676870748295,1.0
minimax_star98_schema_budgetgrid,reference,0.8,80,68,1.0629050811501073,1.009375,0.8309132476520019,0.19423906327236773,0.85
minimax_star98_schema_budgetgrid,reference,0.9,70,57,1.3056860902255638,1.275,0.9226837928153718,0.1963147451963241,0.8142857142857143
qwen25_7b_adult_promptselect_s10,llm_cached,0.8,70,60,1.865375,1.94,0.9555277777777778,0.242406746031746,0.8571428571428571
qwen25_7b_adult_promptselect_s10,llm_cached,0.9,60,56,1.9453954081632652,1.9422619047619047,0.9720556972789115,0.24272959183673468,0.9333333333333333
qwen25_7b_adult_promptselect_s10,llm_fixed_prompt_frontier,0.8,70,60,1.865375,1.94,0.9555277777777778,0.242406746031746,0.8571428571428571
qwen25_7b_adult_promptselect_s10,llm_fixed_prompt_frontier,0.9,60,56,1.9453954081632652,1.9422619047619047,0.9720556972789115,0.24272959183673468,0.9333333333333333
qwen25_7b_adult_promptselect_s10,llm_prompt_optimized,0.8,70,59,1.8727179176755446,1.9875,0.9749919289749798,0.23091000807102496,0.8428571428571429
qwen25_7b_adult_promptselect_s10,llm_prompt_optimized,0.9,60,56,1.9903231292517007,1.99,1.0,0.23221513605442173,0.9333333333333333
qwen25_7b_adult_promptselect_s10,llm_prompt_policy_frontier,0.8,70,61,1.8030464480874318,1.9375,0.943300156128025,0.24052888368462133,0.8714285714285714
qwen25_7b_adult_promptselect_s10,llm_prompt_policy_frontier,0.9,60,56,1.9445663265306123,1.9422619047619047,0.9725021258503401,0.24100765306122446,0.9333333333333333
qwen25_7b_adult_promptselect_s10,overall_frontier,0.8,70,67,1.1010820895522386,1.1,0.8221144278606964,0.22770433546552943,0.9571428571428572
qwen25_7b_adult_promptselect_s10,overall_frontier,0.9,60,58,1.3162233169129722,1.2845238095238096,0.9114839901477833,0.2324527914614121,0.9666666666666667
qwen25_7b_adult_promptselect_s10,reference,0.8,70,67,1.105957711442786,1.1,0.8225373134328358,0.22882373845060408,0.9571428571428572
qwen25_7b_adult_promptselect_s10,reference,0.9,60,58,1.3162233169129722,1.2845238095238096,0.9114839901477833,0.2324527914614121,0.9666666666666667
qwen25_7b_anes_fixed_s10,llm_cached,0.8,70,68,1.8668802521008403,1.8654761904761905,0.9948231792717086,0.30311974789915963,0.9714285714285714
